Author,Illustrator,Title,Language,LoC Class,Subject,Category,EBook-No.,Release Date,Copyright Status,Downloads,Price,Editor,LoC No.,Imprint,Summary,Contributor,Engraver,Translator,Alternate Title,Contents,Note,Commentator,Annotator,"Author of introduction, etc.",Edition,Creator,Series Title,Uniform Title
"Bennett, Edward Turner, 1797-1836","Harvey, William, 1796-1866",The Tower MenagerieComprising the natural history of the animals contained in that establishment; with anecdotes of their characters and history.,English,QL: Science: Zoology,"Tower Menagerie (London, England)",Text,53764,"Dec 18, 2016",Public domain in the USA.,29 downloads in the last 30 days.,$0.00,,06019620,,,,,,,,,,,,,,,
"Bölsche, Wilhelm, 1861-1939",,Von Wundern und Tieren: Neue naturwissenschaftliche Plaudereien,German,QL: Science: Zoology,Zoology,Text,55559,"Sep 16, 2017",Public domain in the USA.,27 downloads in the last 30 days.,$0.00,,,,,,,,,"Eine Räubergeschichte aus dem Termitenbau -- Amadinens illuminierte Kinderstube -- Die Vorfahren des Schmetterlings -- Der Kampf um den Maulwurf -- Das unheimliche Gila-Tier -- Die drei Augen der Blindschleiche -- Neues von den Wundern des Olm -- Die unsterbliche Amöbe -- Goldene Tiere -- Liberia und das seltenste Tier auf der Briefmarke -- Der Waldrapp, ein verschollenes deutsches Tier -- Der Gespensterzug der Lemminge -- Die Entdeckung von Landwirbeltieren ohne Lunge -- Der Vliesigel, das seltsamste Tier Neuguineas -- Tendaguru und der Rekord der Saurier -- Der Schatz von Halberstadt -- Sirenen -- Die Entdeckung des Riesenklippdachses -- Die Mammutschnitzer von Predmost -- Die Furcht vor dem Menschen -- Wie das Tier der fleischfressenden Pflanze ein Schnippchen schlug -- Tiere als Schützen -- Unterseeische Schiffsangriffe durch Tiere -- Aus der Flottenkunst der Tiere -- Das älteste Festungstor -- Eine Liebesgeschichte zwischen Unterseeboot und Aeroplan.",,,,,,,,
"Seton, Ernest Thompson, 1860-1946",,Wild Animals I Have Known,English,QL: Science: Zoology,Animals -- Anecdotes,Text,3031,"Jan 1, 2002",Public domain in the USA.,366 downloads in the last 30 days.,$0.00,,,,,,,,,"Lobo, the King of Currumpaw -- Silverspot, the Story of a Crow -- Raggylug, the Story of a Cottontail Rabbit -- Bingo, the Story of My Dog -- The Springfield Fox -- The Pacing Mustang -- Wully, the Story of a Yaller Dog -- Redruff, the Story of the Don Valley Partridge",,,,,,,,
"Roberts, Charles G. D., Sir, 1860-1943","Bull, Charles Livingston, 1874-1932",The Kindred of the Wild: A Book of Animal Life,English,QL: Science: Zoology,Animals -- Anecdotes,Text,46040,"Jun 20, 2014",Public domain in the USA.,71 downloads in the last 30 days.,$0.00,,,,,,,,,The animal story -- The moonlight trails -- The lord of the air -- Wild motherhood -- The homesickness of Kehonka -- Savoury meats -- The boy and Hushwing -- A treason of nature -- The haunter of the pine gloom -- The watchers of the camp-fire -- When twilight falls on the stump lots -- The king of the Mamozekel -- In panoply of spears.,,,,,,,,
"Billinghurst, Percy J.","Billinghurst, Percy J.",A Hundred Anecdotes of Animals,English,PZ: Language and Literatures: Juvenile belles lettres,Animals -- Humor,Text,24263,"Jan 12, 2008",Public domain in the USA.,56 downloads in the last 30 days.,$0.00,,,,,,,,,,,,,,,,,
"Seton, Ernest Thompson, 1860-1946",,"Lobo, Rag and VixenBeing The Personal Histories Of Lobo, Redruff, Raggylug & Vixen",English,QL: Science: Zoology,Animals -- Anecdotes,Text,14226,"Dec 1, 2004",Public domain in the USA.,46 downloads in the last 30 days.,$0.00,,,,,,,,,,Illustrated by the author.,,,,,,,
"Roberts, Charles G. D., Sir, 1860-1943",,The Watchers of the Trails: A Book of Animal Life,English,QL: Science: Zoology,Animals -- Anecdotes,Text,25718,"Jun 7, 2008",Public domain in the USA.,39 downloads in the last 30 days.,$0.00,,,,,,,,,,,,,,,,,
"Knox, Thomas Wallace, 1835-1896",,"Horse Stories, and Stories of Other Animals",English,QL: Science: Zoology,Animals -- Anecdotes,Text,51949,"May 2, 2016",Public domain in the USA.,35 downloads in the last 30 days.,$0.00,,12036029,,,,,,,,,,,,,,,
"Roberts, Charles G. D., Sir, 1860-1943",,Kings in Exile,English,QL: Science: Zoology,Animals -- Anecdotes,Text,28530,"Apr 7, 2009",Public domain in the USA.,32 downloads in the last 30 days.,$0.00,,,,,,,,,Last Bull -- The king of the flaming hoops -- The monarch of Park Barren -- The gray master -- The sun-gazer -- The lord of the glass house -- Back to the water world -- Lone wolf -- The bear's face -- The duel on the trail.,,,,,,,,
"Hulbert, William Davenport, 1868-1913",,Forest Neighbors: Life Stories of Wild Animals,English,QL: Science: Zoology,Animals -- Anecdotes,Text,27933,"Jan 29, 2009",Public domain in the USA.,30 downloads in the last 30 days.,$0.00,,,,,,,,,The biography of a beaver -- The king of the trout stream -- The strenuous life of a Canada lynx -- Pointers from a porcupine quill -- The adventures of a loon -- The making of a Glimmerglass buck.,,,,,,,,
"Roberts, Charles G. D., Sir, 1860-1943",,The Ledge on Bald Face,English,QL: Science: Zoology,Animals -- Anecdotes,Text,35513,"Mar 7, 2011",Public domain in the USA.,28 downloads in the last 30 days.,$0.00,,,,,,,,,"The ledge on Bald Face -- The eagle -- Cock-crow -- The morning of the silver frost -- Jim, the backwoods police dog.",,,,,,,,
"Scoville, Samuel, 1872-","Moore-Park, Carton, 1877-1956",Wild Folk,English,QL: Science: Zoology,Animals -- Anecdotes,Text,41880,"Jan 19, 2013",Public domain in the USA.,26 downloads in the last 30 days.,$0.00,,22011467,,,,,,,,,,,,,,,
"Brightwen, Mrs. (Eliza Elder), 1830-1906",,Wild Nature Won By Kindness,English,QH: Science: Natural history,Animals -- Anecdotes,Text,21111,"Apr 16, 2007",Public domain in the USA.,26 downloads in the last 30 days.,$0.00,,,,,,,,,,Illustrated by the author.,,,,,,,
"Goodrich, Samuel G. (Samuel Griswold), 1793-1860",,Illustrative Anecdotes of the Animal Kingdom,English,QL: Science: Zoology,Animals -- Anecdotes,Text,33687,"Sep 9, 2010",Public domain in the USA.,25 downloads in the last 30 days.,$0.00,,,,,,,,,,,,,,,,,
"Roberts, Charles G. D., Sir, 1860-1943",,The Secret Trails,English,QL: Science: Zoology,Animals -- Anecdotes,Text,34454,"Nov 27, 2010",Public domain in the USA.,22 downloads in the last 30 days.,$0.00,,16023022,,,,,,,The black boar of Lonesome Water -- The dog that saved the bridge -- The calling of the lop-horned bull -- The aigrette -- The cabin in the flood -- The brothers of the yoke -- The trailers -- Cock-crow -- The ledge on Bald Face -- The morning of the silver frost.,,,,,,,,
"Roberts, Charles G. D., Sir, 1860-1943","Bull, Charles Livingston, 1874-1932",The Haunters of the Silences: A Book of Animal Life,English,QL: Science: Zoology,Animals -- Anecdotes,Text,32545,"May 27, 2010",Public domain in the USA.,22 downloads in the last 30 days.,$0.00,,,,,,,,,,,,,,,,,
Unknown,"Billinghurst, Percy J.",Anecdotes of Animals,English,PZ: Language and Literatures: Juvenile belles lettres,Animals -- Humor,Text,25428,"May 11, 2008",Public domain in the USA.,21 downloads in the last 30 days.,$0.00,,,,,,,,,,,,,,,,,
"Kellogg, Vernon L. (Vernon Lyman), 1867-1937",,"Elementary Zoology, Second Edition",English,QL: Science: Zoology,Zoology,Text,41395,"Nov 17, 2012",Public domain in the USA.,103 downloads in the last 30 days.,$0.00,,02016423,,,,,,,,,,,,,,,
"Brehm, Alfred Edmund, 1829-1884",,"Het Leven der Dieren, Deel 3, Hoofdstuk 04: De Insecten",Dutch,QL: Science: Zoology,Insects,Text,61275,"Jan 30, 2020",Public domain in the USA.,83 downloads in the last 30 days.,$0.00,,,,,,,,,,,,,,,,,
"Bos, J. Ritzema (Jan Ritzema), 1850-",,Beginselen der dierkunde,Dutch,QL: Science: Zoology,"Zoology, Economic",Text,31310,"Feb 17, 2010",Public domain in the USA.,65 downloads in the last 30 days.,$0.00,,,,,,,,,,,,,,,,,
"Ingersoll, Ernest, 1852-1946",,"Zoölogy: The Science of Animal LifePopular Science Library, Volume XII (of 16), P. F. Collier & Son Company, 1922",English,QL: Science: Zoology,Zoology,Text,48196,"Feb 8, 2015",Public domain in the USA.,43 downloads in the last 30 days.,$0.00,,,,,,,,"Zoology: The Science of Animal LifePopular Science Library, Volume XII (of 16), P. F. Collier & Son Company, 1922",,,,,,,,,
"Lindsay, B., -1917",,Stories of the Universe: Animal Life,English,QL: Science: Zoology,Zoology,Text,40362,"Jul 28, 2012",Public domain in the USA.,43 downloads in the last 30 days.,$0.00,,,,,,,,,"The story of animal life -- How animals adapt themselves to circumstances -- Classification: the sorting of the animal kingdom -- The one-celled animals, or Protozoa -- The Coelenterata -- The sponges -- The Vermes or worms -- The Arthropoda: lobsters, spiders, and insects -- The Mollusca, or shell-fish -- The Brachiopoda, or lamp-shells -- The moss-corals, or Polyzoa -- The Echinodermata -- The Chordata -- The Vertebrata -- Man -- How zoologists do their work.",,,,,,,,
"Brehm, Alfred Edmund, 1829-1884",,"Het Leven der Dieren: Deel 1, Hoofdstuk 04: De Roofdieren",Dutch,QL: Science: Zoology,Animals,Text,20129,"Dec 18, 2006",Public domain in the USA.,40 downloads in the last 30 days.,$0.00,,,,,,,,,,,,,,,,,
"Benson, Margaret, 1865-1916","Ronner, Henriette, 1821-1909","The Soul of a Cat, and Other Stories",English,QL: Science: Zoology,Cats,Text,63168,"Sep 10, 2020",Public domain in the USA.,38 downloads in the last 30 days.,$0.00,,,,,,,,,"The soul of a cat -- Joey and Matilda; or, Intellect and emotion -- The torpid and the ill-bred cat -- Vanity of vanities -- Taffy -- The adopted family -- The mysterious Ra -- Mentu -- The conscience of a barn-door fowl -- Confucius -- A paradise of birds -- Epilogue.","""With illustrations by Henrietta Ronner and from photographs.""",,,,,,,
"Brehm, Alfred Edmund, 1829-1884",,"Het Leven der Dieren: Deel 2, Hoofdstuk 01: De Boomvogels.",Dutch,QL: Science: Zoology,Animals,Text,28746,"May 10, 2009",Public domain in the USA.,35 downloads in the last 30 days.,$0.00,,,,,,,,,,,,,,,,,
"Brehm, Alfred Edmund, 1829-1884",,"Het Leven der Dieren: Deel 2, Hoofdstuk 10: De Stootvogels",Dutch,QL: Science: Zoology,Animals,Text,39404,"Apr 9, 2012",Public domain in the USA.,31 downloads in the last 30 days.,$0.00,,,,,,,,,,,,,,,,,
"Brehm, Alfred Edmund, 1829-1884",,"Het Leven der Dieren. Derde Deel, Hoofdstuk 1 tot 4, De Kruipende Dieren",Dutch,QL: Science: Zoology,Animals,Text,44811,"Feb 1, 2014",Public domain in the USA.,28 downloads in the last 30 days.,$0.00,,,,,,,,,,,,,,,,,
"Brehm, Alfred Edmund, 1829-1884",,"Het Leven der Dieren, Deel 3, Hoofdstuk 6: De Wormen",Dutch,QL: Science: Zoology,Worms,Text,61566,"Mar 5, 2020",Public domain in the USA.,28 downloads in the last 30 days.,$0.00,,,,,,,,,,,,,,,,,
"Brehm, Alfred Edmund, 1829-1884",,"Het Leven der Dieren, Deel 3, Hoofdstuk 5: De Spinachtigen",Dutch,QL: Science: Zoology,Arachnida,Text,61292,"Feb 1, 2020",Public domain in the USA.,26 downloads in the last 30 days.,$0.00,,,,,,,,,,,,,,,,,
"Brehm, Alfred Edmund, 1829-1884",,Het Leven der Dieren: Deel 3.7 De Weekdieren,Dutch,QL: Science: Zoology,Mollusks,Text,62626,"Jul 12, 2020",Public domain in the USA.,26 downloads in the last 30 days.,$0.00,,,,,,,,,,,,,,,,,
"Haviland, Maud D. (Maud Doria), 1891?-1941","Caldwell, E. (Edmund G.)",Lives of the Fur Folk,English,QL: Science: Zoology,Animals,Text,37127,"Aug 19, 2011",Public domain in the USA.,25 downloads in the last 30 days.,$0.00,,,,,,,,,The story of Redpad the fox: The spring rains. The hunters. First blood. How the debt was paid. The sheep slayer. From Kilmanagh to Knockdane -- The story of Fluff-Button the rabbit: How Fluff-Button cried quits. The spring longing. The invasion of Garry's Hill. The fear that was in the way. Under the moon -- Stories from the life of Grimalkin the cat: The first hunting. The stealthy death. The collared buck. Zoe. Where the battle is to the strong -- The biography of Stubbs the badger: The twilight hunters. Borrigan's baiting. The Larch Hill 'earth.',,,,,,,,
"English, Douglas, 1870-1939",,"""Wee Tim'rous Beasties"": Studies of Animal life and Character",English,QL: Science: Zoology,Animals,Text,22129,"Jul 24, 2007",Public domain in the USA.,24 downloads in the last 30 days.,$0.00,,,,,,,,,,,,,,,,,
"Brehm, Alfred Edmund, 1829-1884",,Het Leven der Dieren: Hoofdstuk 7: De Pluviervogels,Dutch,QL: Science: Zoology,Animals,Text,32834,"Jun 16, 2010",Public domain in the USA.,23 downloads in the last 30 days.,$0.00,,,,,,,,,,,,,,,,,
"Brehm, Alfred Edmund, 1829-1884",,"Het Leven der Dieren: Deel 1, Hoofdstuk 01: De Apen",Dutch,QL: Science: Zoology,Animals,Text,16701,"Sep 15, 2005",Public domain in the USA.,23 downloads in the last 30 days.,$0.00,"Huizinga, S. P.",,,,,,,,,,,,,,,,
"Brehm, Alfred Edmund, 1829-1884",,Het Leven der Dieren. Deel 3. Afdeling 2. De Visschen,Dutch,QL: Science: Zoology,Animals,Text,52341,"Jun 15, 2016",Public domain in the USA.,23 downloads in the last 30 days.,$0.00,,,,,,,,,,,,,,,,,
"Holder, Charles Frederick, 1851-1915",,"Half Hours with the Lower AnimalsProtozoans, Sponges, Corals, Shells, Insects, and Crustaceans",English,QL: Science: Zoology,Invertebrates,Text,52085,"May 16, 2016",Public domain in the USA.,20 downloads in the last 30 days.,$0.00,,,,,,,,,Inhabitants of a drop of water -- The sponges -- The jellyfishes -- The sea anemones -- The corals -- The stone lilies -- The stars of the sea -- Ocean hedgehogs -- The sea cucumbers -- The worms -- The two-valved shells -- The univalves -- The cuttlefishes -- The crustaceans -- From barnacles to lobsters -- The crabs -- Luminous crabs -- The insects -- Lower forms of insects -- The spiders -- Some six-legged insects -- Some mimics -- The grasshoppers and locusts -- The beetles -- The bugs -- Flies and mosquitoes -- The butterflies and moths -- The ants -- The bees and wasps.,,,,,,,,
"Brehm, Alfred Edmund, 1829-1884",,"Het Leven der Dieren: Deel 1, Hoofdstuk 11: De Evenvingerigen",Dutch,QL: Science: Zoology,Animals,Text,23925,"Dec 19, 2007",Public domain in the USA.,20 downloads in the last 30 days.,$0.00,,,,,,,,,,,,,,,,,
"Caldecott, Randolph, 1846-1886",,A Frog He Would A-Wooing Go,English,PZ: Language and Literatures: Juvenile belles lettres,"Folk songs, English",Text,14077,"Nov 17, 2004",Public domain in the USA.,179 downloads in the last 30 days.,$0.00,,,,,,,,,,,,,,,,,
"Belloc, Hilaire, 1870-1953","B. T. B. (Basil Temple Blackwood), 1870-1917",The Bad Child's Book of Beasts,English,PZ: Language and Literatures: Juvenile belles lettres,Animals -- Juvenile poetry,Text,27175,"Nov 6, 2008",Public domain in the USA.,112 downloads in the last 30 days.,$0.00,,,,,,,,,,,,,,,,,
"Kirkwood, Edith Brown, 1875-1954","Ross, M. T.",Animal Children: The Friends of the Forest and the Plain,English,PZ: Language and Literatures: Juvenile belles lettres,Animals -- Juvenile poetry,Text,17782,"Feb 17, 2006",Public domain in the USA.,107 downloads in the last 30 days.,$0.00,,,,,,,,,,,,,,,,,
"Lear, Edward, 1812-1888",,The Owl and the Pussycat,English,PZ: Language and Literatures: Juvenile belles lettres,Animals -- Poetry,Sound,23897,"Dec 1, 2007",Public domain in the USA.,85 downloads in the last 30 days.,$0.00,,,,,,,,,,,,,,,,,
"Brooke, L. Leslie (Leonard Leslie), 1862-1940",,Johnny Crow's Garden,English,PZ: Language and Literatures: Juvenile belles lettres,Animals -- Juvenile poetry,Text,10469,"Dec 1, 2003",Public domain in the USA.,82 downloads in the last 30 days.,$0.00,,,,,,,,,,,,,,,,,
Anonymous,,The Tiny Picture Book,English,PZ: Language and Literatures: Juvenile belles lettres,Alphabet -- Juvenile poetry,Text,23407,"Nov 8, 2007",Public domain in the USA.,67 downloads in the last 30 days.,$0.00,,,,,,,,,,,,,,,,,
"Roscoe, William, 1753-1831",,The Butterfly's Ball and the Grasshopper's Feast,English,PZ: Language and Literatures: Juvenile belles lettres,Insects -- Juvenile poetry,Text,20860,"Mar 20, 2007",Public domain in the USA.,67 downloads in the last 30 days.,$0.00,,,,,,,,,,,"Welsh, Charles, 1850-1914",,,,,,
Unknown,,The Circus Procession,English,PZ: Language and Literatures: Juvenile belles lettres,Circus -- Juvenile poetry,Text,10749,"Jan 1, 2004",Public domain in the USA.,56 downloads in the last 30 days.,$0.00,,,,,,,,,,,,,,,,,
"Frisbie, W. A. (William Albert), 1867-1941","Bartholomew, Fred. R.","The Pirate Frog, and Other Tales",English,PZ: Language and Literatures: Juvenile belles lettres,Pirates -- Juvenile poetry,Text,64360,"Jan 21, 2021",Public domain in the USA.,45 downloads in the last 30 days.,$0.00,,,,,,,,,,,,,,,,,
"Belloc, Hilaire, 1870-1953","B. T. B. (Basil Temple Blackwood), 1870-1917",More Beasts (For Worse Children),English,PZ: Language and Literatures: Juvenile belles lettres,Animals -- Juvenile poetry,Text,27176,"Nov 6, 2008",Public domain in the USA.,44 downloads in the last 30 days.,$0.00,,,,,,,,,,,,,,,,,
"Herford, Oliver, 1863-1935",,Artful Anticks,English,PZ: Language and Literatures: Juvenile belles lettres,"Wit and humor, Juvenile",Text,57325,"Jun 14, 2018",Public domain in the USA.,32 downloads in the last 30 days.,$0.00,,,,,,,,,The audacious kitten -- The artful ant -- The gifted ant -- Sir Rat: a comedy -- The deceitful dormice -- Nature and art -- The geometrical giraffe -- The early owl -- A dark career -- A packet of letters -- The naughty fay -- The miller's quest -- Nell's fairy tale -- The unfortunate giraffe -- Stockings or scales -- A riddle -- Good-bye -- The professor and the white violet -- The first rose of summer -- The elf and the dormouse -- The crocodile -- The forgetful forget-me-not -- The birds' farewell -- The spider's tale -- Highly connected -- The miser elf -- The point of view -- Heroes -- A belated violet -- The parrot and the cuckoo -- The elf and the bee -- A fable -- The fairies' concert.,,,,,,,,
